System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
BSQ,382,263,3,cercaria,263.3,mega het,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,384,265,3,cercaria,265.3,Mesostephanus appendiculatus,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,6.28E-07,,,species,volumetric; literature (Martin 1961),,,,0.0021656,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,Mesostephanus,appendiculatus,
BSQ,385,266,3,cercaria,266.3,Parorchis acanthus,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,2.36E-06,,8,species,volumetric,,,,0.0002412,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Parorchis,acanthus,
BSQ,387,268,3,cercaria,268.3,Phocitremoides ovale,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,2.97E-07,,,species,volumetric; literature (Martin 1950),,,,5.36E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Phocitremoides,ovale,
BSQ,388,269,3,cercaria,269.3,Probolocoryphe species A,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,1.48E-07,,,species,volumetric; literature (Sarkisian 1957),,,,0.0002796,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species A,
BSQ,390,271,3,cercaria,271.3,Pygidiopsoides spindalis,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,5.31E-08,,,species,volumetric; literature (Martin 1964),,,,0.0001831,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Pygidiopsoides,spindalis,
BSQ,391,272,3,cercaria,272.3,Renicola buchanani,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,1.36E-06,,,species,volumetric; literature (Martin & Gregory 1951),,,,0.0001383,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,buchanani,
BSQ,392,273,3,cercaria,273.3,Renicola cerithidicola,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,9.24E-08,,,species,volumetric; literature (Martin 1971),,,,3.69E-06,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,cerithidicola,
BSQ,393,274,3,cercaria,274.3,renic,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,9.24E-08,,,approximation,set equal to renc,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,,,
BSQ,394,275,3,cercaria,275.3,small cyathocotylid,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,2.59E-07,,4,species,volumetric,,,,0.0045457,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,395,276,3,cercaria,276.3,Maritrema sp.,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,1.07E-07,,4,species,volumetric,,,,2.88E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Maritrema,sp.,
BSQ,396,277,3,cercaria,277.3,Stictodora hancocki,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,6.28E-07,,,species,volumetric; literature (Martin 1950),,,,0.0096112,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Stictodora,hancocki,
BSQ,399,279,3,cercaria,279.3,unk a/sm meso,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,401,237,4,metacercaria,237.4,Catatropis johnstoni,trematode,life stage,Species,,nonfeeding,commensal,infectious,nonfeeding,,,,,0.0000012,,26,species,volumetric; literature (Martin 1956),,,,0.0017839,,,"approximation, quantified ratio",applied relative abundance of bsq cercs compared to csm cercs),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Notocotylidae,Catatropis,johnstoni,
BSQ,402,238,4,metacercaria,238.4,Cloacitrema michiganiensis,trematode,life stage,Species,,nonfeeding,commensal,infectious,nonfeeding,,,,,0.0000157,,3,approximation,"volumetric; species indistinguished from confamilial, PARO",,,,0.0163147,,,"approximation, quantified ratio",applied relative abundance of bsq cercs compared to epb cercs),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Cloacitrema,michiganiensis,
BSQ,403,245,4,metacercaria,245.4,Himasthla rhigedana,trematode,life stage,Species,,nonfeeding,commensal,infectious,nonfeeding,,,,,5.79E-05,,6,species,volumetric,5874311.67,13055416,4.00000002,0.3402102,0.75610453,4.00000002,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,rhigedana,
BSQ,404,266,4,metacercaria,266.4,Parorchis acanthus,trematode,life stage,Species,,nonfeeding,commensal,infectious,nonfeeding,,,,,0.0000157,,3,approximation,"volumetric; species indistinguished from confamilial, PARO",,,,0.0038167,,,"approximation, quantified ratio",applied relative abundance of bsq cercs compared to epb cercs,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Parorchis,acanthus,
BSQ,406,233,4,metacercaria,233.4,Acanthoparyphium spinulosum,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000372,,3,species,volumetric,194684.03,291483.948,4.31778901,0.0072423,0.0108432,4.31778901,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
BSQ,407,234,4,metacercaria,234.4,microphallid-assiminea,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00010115,,1,species,volumetric,24.37,35.7304072,7.0047961,2.46E-06,3.61E-06,7.0047961,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,matched these unk microphallid mcercs to unk microphallid parthenitae in Assiminea californica
BSQ,408,239,4,metacercaria,239.4,Euhaplorchis californiensis,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.38E-06,,25,species,volumetric,72146131.3,174441108,4.00000229,0.0993279,0.24016354,4.00000229,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Euhaplorchis,californiensis,
BSQ,409,240,4,metacercaria,240.4,fat cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.70E-06,,2,species,volumetric,1528628.87,3452260.47,4.00007173,0.0025973,0.00586567,4.00007173,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,410,241,4,metacercaria,241.4,Galactosomum humbargari,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00018699,,,approximation,volumetric; literature (Rekharani and Madhavi 1985,126043.08,262662.722,4.02084336,0.0235692,0.04911609,4.02084336,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Galactosomum,humbargari,
BSQ,413,244,4,metacercaria,244.4,hemiurid,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,0.0006485,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,,,
BSQ,414,246,4,metacercaria,246.4,Himasthla B,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000827,,9,species,volumetric,963229.46,1203853.38,5.15082045,0.0796591,0.09955867,5.15082045,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,B,
BSQ,415,247,4,metacercaria,247.4,Hysterolecitha trilocalis,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,0.5684102,,,"approximation, ratio",set equal to cerc annual productivity),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Hysterolecitha,trilocalis,
BSQ,416,248,4,metacercaria,248.4,Lecisthaster sp.,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,4.77E-05,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Lecisthasteridae,Lecisthaster,sp.,Probably L. minimus
BSQ,417,250,4,metacercaria,250.4,Renicola sp.,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000117,,4,species,volumetric,447091.09,1011532.9,7,0.005231,0.01183493,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,sp.,
BSQ,421,254,4,metacercaria,254.4,mc sphere,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000561,,1,species,volumetric,480124.12,855011.329,4.00302637,0.026935,0.04796614,4.00302637,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,423,256,4,metacercaria,256.4,mc unk Bittium,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000872,,1,species,volumetric,8597.91,20330.8161,7,0.0007497,0.00177285,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,424,257,4,metacercaria,257.4,mc unk lg-cirriformia,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000827,,,approximation,set equal to himb size,296069.62,822021.051,4,0.024485,0.06798114,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,426,259,4,metacercaria,259.4,mc unk pericaridean,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000431,,,approximation,set equal to prob,378684.93,460140.725,4.00005825,0.0163213,0.01983207,4.00005825,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,427,260,4,metacercaria,260.4,mc unk poly,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000117,,,approximation,set equal to lgxi,432635.53,567840.234,4.60712551,0.0050618,0.00664373,4.60712551,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,429,262,4,metacercaria,262.4,mc vs,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.17E-05,,,approximation,set equal to lgxi,952.56,1499.44887,4.00003669,1.12E-05,1.76E-05,4.00003669,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,430,263,4,metacercaria,263.4,mega het,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00015817,,1,species,volumetric,6169.36,12787.8298,4,0.0009758,0.00202269,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,432,265,4,metacercaria,265.4,Mesostephanus appendiculatus,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.98E-05,,,species,volumetric; literature (Martin 1961),5891710.66,11024927.5,4.00174842,0.1164886,0.21798046,4.00174842,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,Mesostephanus,appendiculatus,
BSQ,434,268,4,metacercaria,268.4,Phocitremoides ovale,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,2.83E-06,,1,species,volumetric; literature (Martin 1950),1526473.06,3840354.29,4.00000061,0.0043194,0.01086697,4.00000061,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Phocitremoides,ovale,
BSQ,435,269,4,metacercaria,269.4,Probolocoryphe species A,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00004312,,21,species,volumetric,5093048.1,8801453.64,4.00002759,0.2196122,0.37951868,4.00002759,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species A,
BSQ,437,271,4,metacercaria,271.4,Pygidiopsoides spindalis,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.30E-07,,18,species,volumetric; literature (Martin 1954),27142843.5,54799977.9,4.00022852,0.0035175,0.00710158,4.00022852,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Pygidiopsoides,spindalis,
BSQ,438,272,4,metacercaria,272.4,Renicola buchanani,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,3.74E-06,,18,species,volumetric,656045.32,979126.789,4.01075067,0.0024562,0.00366578,4.01075067,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,buchanani,
BSQ,439,273,4,metacercaria,273.4,Renicola cerithidicola,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000022,,1,species,volumetric,10105.62,16710.6334,7,2.22E-05,3.68E-05,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,cerithidicola,
BSQ,440,274,4,metacercaria,274.4,renic,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000523,,3,species,volumetric,267325.41,555301.714,4.02129177,0.0139811,0.02904228,4.02129177,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,,,
BSQ,441,275,4,metacercaria,275.4,small cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,8.32E-07,,1,species,volumetric,60725113.6,143044032,4.00001908,0.0505041,0.11896743,4.00001908,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,442,276,4,metacercaria,276.4,Maritrema sp.,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0000528,,1,species,volumetric,2853581.17,5544812.99,4,0.1506691,0.29276613,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Maritrema,sp.,
BSQ,443,277,4,metacercaria,277.4,Stictodora hancocki,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,3.37E-06,,1,species,volumetric,1763398.33,2507109.4,4.00440381,0.0059438,0.00845059,4.00440381,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Stictodora,hancocki,
BSQ,444,279,4,metacercaria,279.4,unk a/sm meso,trematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,3.09E-06,,1,species,volumetric,409613.6,973960.384,4.00035536,0.0012644,0.0030064,4.00035536,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,446,283,1,adult,283.1,Glossocercus sp.,cestode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.03564,,,approximation,literature (mean of several spp in Pichelin et al 1998),,,,2.33E-06,,,"approximation, ratio","for these unobserved by necessary adults, gave 1/10 their larval kg/ha)",Animalia,Platyhelminthes,,,Cestoda,,Cyclophyllidea,,,,Dilepididae,Glossocercus,sp.,
BSQ,450,287,1,adult,287.1,tetraphyllidean-fish,cestode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,2.71E-06,,,"approximation, ratio","for these unobserved by necessary adults, gave 1/10 their larval kg/ha)",Animalia,Platyhelminthes,,,Cestoda,,Tetraphyllidea,,,,,,,
BSQ,451,288,1,adult,288.1,trypanorhynch-fish,cestode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,2.24E-06,,,"approximation, ratio","for these unobserved by necessary adults, gave 1/10 their larval kg/ha)",Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,453,290,1,adult,290.1,trypanorhynch-thalassinidean,cestode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.0303808,,,"approximation, ratio","for these unobserved by necessary adults, gave 1/10 their larval kg/ha)",Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,454,283,2,procercoid,283.2,Glossocercus sp.,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,0.0000233,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Cestoda,,Cyclophyllidea,,,,Dilepididae,Glossocercus,sp.,
BSQ,456,287,2,procercoid,287.2,tetraphyllidean-fish,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,2.71E-05,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Cestoda,,Tetraphyllidea,,,,,,,
BSQ,457,288,2,procercoid,288.2,trypanorhynch-fish,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,2.24E-05,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,459,290,2,procercoid,290.2,trypanorhynch-thalassinidean,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,0.3038082,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,460,283,3,plerocercoid,283.3,Glossocercus sp.,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00022157,,3,species,volumetric,105.21,838.206702,10.0455596,0.0000233,0.00018572,10.0455596,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Cestoda,,Cyclophyllidea,,,,Dilepididae,Glossocercus,sp.,
BSQ,465,287,3,plerocercoid,287.3,tetraphyllidean-fish,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.00003645,,10,species,volumetric,568,,,0.0000207,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Cestoda,,Tetraphyllidea,,,,,,,
BSQ,466,288,3,plerocercoid,288.3,trypanorhynch-fish,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0004262,,,approximation,set equal to trypanorhynchs in thalassinideans,52.6,,,2.24E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,468,290,3,plerocercoid,290.3,trypanorhynch-thalassinidean,cestode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0004262,,,approximation,visually estimated five times larger than grapsid trypanorhynch,712830.04,1979133.49,4,0.3038082,0.84350669,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Cestoda,,Trypanorhyncha,,,,,,,
BSQ,470,293,1,adult,293.1,Spirocamallanus pereirae,nematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00117241,,39,species,volumetric,23999.5,42172.3973,4.00099345,0.0281374,0.04944351,4.00099345,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nematoda,,,,,Spirurida,,,,Camallanidae,Spirocamallanus,pereirae,
BSQ,471,294,1,adult,294.1,Vasorhabdochona cablei,nematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00019835,,,species,"volumetric; literature (Martin and Zam 1967, n not reported)",165.36,292.147143,7,0.0000328,5.79E-05,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nematoda,,,,,,,,,Rhabdochonidae,Vasorhabdochona,cablei,
BSQ,472,295,2,larva,295.2,Ascarophis? (Neotrypaea),nematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0002413,,,approximation,set equal to a similar larval nematode in Uca crenulata,9900.42,27487.9651,4,0.002389,0.00663285,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nematoda,,,,,,,,,,,,
BSQ,478,301,2,larva,301.2,neme-long,nematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,1.97E-05,,1,species,volumetric,135.2,212.825,4.00003669,2.66E-06,4.19E-06,4.00003669,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nematoda,,,,,,,,,,,,
BSQ,479,293,2,larva,293.2,Spirocamallanus pereirae,nematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,4.32E-09,,11,species,size of larvae in adult female,,,,0.0281374,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Nematoda,,,,,Spirurida,,,,Camallanidae,Spirocamallanus,pereirae,
BSQ,480,294,2,larva,294.2,Vasorhabdochona cablei,nematode,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,,,,,,,,,0.0000328,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Nematoda,,,,,,,,,Rhabdochonidae,Vasorhabdochona,cablei,
BSQ,482,303,1,adult,303.1,cystacanth-pachygrapsus,acanthocephalan,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,3.29E-05,,,extrapolation and quantified apportionment,apportioned adult acanthocephalan biomass from Kuris et al 2008 based on relative abundances of cystacanths),Animalia,Acanthocephala,,,,,,,,,,,,
BSQ,484,305,1,adult,305.1,cystacanth-fish b.cav,acanthocephalan,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,1.93E-05,,,extrapolation and quantified apportionment,apportioned adult acanthocephalan biomass from Kuris et al 2008 based on relative abundances of cystacanths),Animalia,Acanthocephala,,,,,,,,,,,,
BSQ,486,303,2,larva,303.2,cystacanth-pachygrapsus,acanthocephalan,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0013,,4,species,directly weighed,2828.69,7853.69515,4,0.0036773,0.0102098,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Acanthocephala,,,,,,,,,,,,
BSQ,488,305,2,larva,305.2,cystacanth-fish b.cav,acanthocephalan,life stage,Species,,feeding,infectious,infectious,trophically transmitted parasite,,,,,0.0041,,,approximation,set equal to average of crab cystacanths,524.52,,,0.0021505,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Acanthocephala,,,,,,,,,,,,
BSQ,492,309,1,adult,309.1,Ceratothoa sp.,isopod,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,0.23623304,,2,species,volumetric,15.3,,,0.0036172,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,,,Isopoda,,,,Cymothoidae,Ceratothoa,sp.,
BSQ,493,310,1,adult,310.1,Leidya sp.,isopod,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.11780626,0.03934976,15,population,estimate 0.029 host mass (n=3),1202.34,2999.4904,4.00046339,0.1557328,0.40058051,4.00006859,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,,,Isopoda,,,,Bopyridae,Leidya,sp.,
BSQ,494,311,1,adult,311.1,Lironeca californica,isopod,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,0.16198837,,1,species,volumetric,133.7,,,0.0216652,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,,,Isopoda,,,,Cymothoidae,Lironeca,californica,
BSQ,497,310,2,larva,310.2,Leidya sp.,isopod,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.1557328,,,"approximation, ratio","for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)",Animalia,Arthropoda,Crustacea,,,,Isopoda,,,,Bopyridae,Leidya,sp.,
